131,-100,-50,-100,-71,-100,-100,-100,-100,-100,-100,-67,-66,-100,-100,-100,-100,-67,-100,-100,-100,-49,-67,-71,-100,-100,-100
131,-100,-50,-100,-71,-100,-100,-100,-100,-100,-100,-67,-67,-100,-100,-100,-100,-68,-100,-100,-100,-49,-67,-71,-100,-100,-100
132,-100,-44,-100,-76,-100,-100,-78,-100,-100,-100,-65,-63,-100,-100,-79,-100,-62,-100,-100,-100,-44,-65,-77,-100,-100,-100
132,-100,-44,-100,-76,-100,-100,-100,-100,-100,-100,-65,-69,-100,-100,-100,-100,-68,-100,-100,-100,-44,-65,-77,-100,-100,-100
155,-100,-45,-100,-72,-100,-100,-72,-100,-100,-81,-60,-64,-100,-100,-73,-100,-65,-82,-100,-100,-59,-60,-100,-100,-100,-100
155,-100,-47,-100,-74,-100,-100,-68,-100,-100,-81,-67,-68,-100,-100,-68,-100,-70,-82,-100,-100,-50,-67,-74,-100,-100,-100
156,-100,-52,-100,-66,-100,-100,-100,-100,-100,-100,-75,-61,-100,-100,-100,-100,-62,-100,-100,-100,-51,-75,-66,-100,-100,-100
156,-100,-52,-100,-66,-100,-100,-100,-100,-100,-100,-73,-61,-100,-100,-100,-100,-62,-100,-100,-100,-51,-75,-66,-100,-100,-100
179,-100,-59,-100,-64,-100,-100,-100,-100,-100,-100,-80,-68,-100,-100,-100,-100,-100,-100,-100,-100,-59,-80,-63,-100,-100,-100
179,-100,-59,-100,-58,-79,-100,-68,-100,-100,-76,-76,-68,-76,-100,-71,-100,-100,-100,-100,-100,-59,-76,-57,-79,-83,-100
180,-100,-56,-100,-58,-100,-100,-100,-100,-100,-100,-77,-60,-100,-100,-100,-100,-62,-100,-100,-100,-56,-77,-58,-100,-100,-100
180,-100,-56,-100,-58,-100,-100,-100,-100,-100,-100,-73,-68,-100,-100,-100,-100,-74,-100,-100,-100,-56,-73,-58,-100,-100,-100
203,-100,-62,-100,-65,-85,-100,-76,-100,-100,-85,-100,-77,-86,-100,-76,-100,-77,-83,-100,-100,-62,-100,-65,-86,-86,-100
203,-100,-72,-100,-56,-85,-100,-77,-90,-100,-76,-100,-69,-86,-100,-78,-90,-69,-76,-100,-100,-72,-100,-56,-86,-86,-100
204,-100,-64,-100,-65,-86,-100,-67,-83,-100,-80,-100,-75,-73,-100,-66,-82,-75,-81,-100,-100,-66,-100,-64,-85,-73,-100
204,-100,-67,-100,-69,-86,-100,-75,-83,-100,-71,-100,-77,-73,-100,-74,-82,-77,-71,-100,-100,-66,-100,-71,-85,-73,-100
205,-100,-59,-100,-62,-90,-100,-63,-100,-100,-76,-100,-77,-75,-100,-62,-100,-76,-73,-100,-100,-60,-100,-62,-89,-75,-100
205,-100,-55,-100,-65,-100,-100,-64,-100,-100,-79,-100,-78,-77,-100,-63,-100,-78,-80,-100,-100,-56,-100,-66,-100,-77,-100
206,-100,-66,-100,-72,-90,-100,-75,-100,-100,-82,-100,-86,-74,-100,-75,-100,-86,-84,-100,-100,-66,-100,-72,-100,-73,-100
206,-100,-63,-100,-75,-90,-100,-78,-90,-100,-76,-100,-86,-78,-100,-77,-91,-86,-75,-100,-100,-63,-100,-75,-91,-78,-100
207,-100,-66,-100,-73,-90,-100,-78,-90,-100,-76,-100,-81,-83,-100,-79,-91,-81,-75,-100,-100,-66,-100,-73,-91,-83,-100
207,-100,-66,-100,-67,-88,-100,-70,-87,-100,-80,-100,-81,-83,-100,-71,-87,-80,-81,-100,-100,-65,-100,-67,-89,-83,-100
208,-100,-76,-100,-69,-100,-100,-65,-85,-100,-79,-100,-87,-85,-100,-65,-85,-85,-86,-100,-100,-77,-100,-70,-100,-86,-100
208,-100,-68,-100,-70,-100,-100,-67,-85,-100,-79,-100,-76,-85,-100,-67,-85,-73,-79,-100,-100,-69,-100,-73,-100,-86,-100
227,-100,-61,-100,-62,-85,-100,-70,-90,-100,-75,-100,-71,-70,-100,-70,-90,-65,-75,-100,-100,-61,-100,-62,-85,-70,-100
227,-100,-69,-100,-70,-89,-100,-57,-90,-100,-72,-100,-71,-66,-100,-57,-90,-71,-72,-100,-100,-70,-100,-70,-89,-66,-100
228,-100,-67,-100,-54,-80,-100,-65,-100,-100,-74,-100,-66,-73,-100,-65,-100,-66,-75,-100,-100,-69,-100,-54,-80,-73,-100
228,-100,-67,-100,-57,-85,-100,-73,-100,-100,-74,-100,-66,-73,-100,-73,-100,-66,-75,-100,-100,-69,-100,-57,-86,-73,-100
229,-100,-71,-100,-56,-82,-100,-75,-100,-100,-80,-100,-85,-76,-100,-76,-100,-86,-79,-100,-100,-71,-100,-56,-82,-75,-100
229,-100,-66,-100,-55,-82,-100,-71,-100,-100,-76,-100,-78,-78,-100,-71,-100,-78,-76,-100,-100,-67,-100,-55,-82,-78,-100
230,-100,-63,-100,-65,-88,-100,-75,-100,-100,-77,-100,-83,-81,-100,-75,-100,-83,-78,-100,-100,-63,-100,-65,-88,-81,-100
230,-100,-75,-100,-74,-88,-100,-66,-100,-100,-77,-100,-85,-78,-100,-66,-100,-86,-78,-100,-100,-73,-100,-75,-88,-78,-100
231,-100,-71,-100,-68,-88,-100,-74,-92,-100,-79,-100,-82,-84,-100,-78,-92,-81,-78,-100,-100,-71,-100,-69,-88,-84,-100
231,-100,-67,-100,-68,-88,-100,-74,-85,-100,-79,-100,-80,-84,-100,-78,-85,-80,-78,-100,-100,-67,-100,-69,-89,-84,-100
232,-100,-68,-100,-62,-90,-100,-69,-100,-100,-79,-100,-79,-86,-100,-69,-100,-80,-79,-100,-100,-69,-100,-62,-90,-87,-100
232,-100,-65,-100,-66,-90,-100,-69,-100,-100,-81,-100,-78,-87,-100,-69,-100,-78,-82,-100,-100,-65,-100,-66,-90,-87,-100
246,-100,-89,-100,-78,-100,-100,-75,-58,-100,-76,-100,-75,-80,-100,-75,-58,-75,-76,-100,-100,-89,-100,-79,-100,-80,-100
246,-100,-89,-100,-78,-100,-100,-81,-63,-100,-76,-100,-73,-80,-100,-79,-63,-73,-76,-100,-100,-92,-100,-86,-100,-89,-100
247,-100,-90,-100,-77,-100,-100,-77,-62,-100,-70,-100,-75,-100,-100,-76,-62,-75,-71,-100,-100,-91,-100,-77,-100,-87,-100
247,-100,-90,-100,-80,-100,-100,-74,-56,-100,-73,-100,-78,-100,-100,-74,-56,-81,-74,-100,-100,-91,-100,-78,-100,-94,-100
251,-100,-77,-100,-68,-88,-100,-65,-82,-100,-68,-100,-76,-65,-100,-65,-82,-75,-71,-100,-100,-79,-100,-68,-88,-65,-100
251,-100,-66,-100,-66,-78,-100,-65,-83,-100,-66,-100,-76,-67,-100,-64,-83,-79,-68,-100,-100,-66,-100,-67,-79,-67,-100
252,-100,-64,-100,-64,-89,-100,-65,-84,-100,-55,-100,-71,-73,-100,-65,-84,-71,-56,-100,-100,-64,-100,-64,-89,-69,-100
252,-100,-66,-100,-64,-89,-100,-67,-84,-100,-54,-100,-75,-73,-100,-67,-84,-75,-60,-100,-100,-67,-100,-64,-89,-69,-100
253,-100,-64,-100,-56,-89,-100,-73,-82,-100,-75,-100,-84,-80,-100,-76,-81,-85,-74,-100,-100,-65,-100,-56,-89,-80,-100
253,-100,-67,-100,-49,-87,-100,-73,-83,-100,-75,-100,-81,-76,-100,-73,-82,-82,-74,-100,-100,-67,-100,-50,-87,-77,-100
254,-100,-66,-100,-55,-86,-100,-64,-88,-100,-75,-100,-82,-75,-100,-64,-87,-82,-77,-100,-100,-67,-100,-55,-87,-76,-100
254,-100,-74,-100,-61,-86,-100,-64,-81,-100,-75,-100,-82,-75,-100,-64,-83,-82,-77,-100,-100,-75,-100,-63,-87,-76,-100
255,-100,-72,-100,-64,-87,-100,-68,-86,-100,-100,-100,-82,-74,-100,-68,-83,-82,-100,-100,-100,-73,-100,-64,-87,-74,-100
255,-100,-72,-100,-64,-85,-100,-68,-92,-100,-100,-100,-82,-74,-100,-68,-92,-76,-100,-100,-100,-73,-100,-65,-85,-74,-100
256,-100,-69,-100,-59,-89,-100,-65,-84,-100,-77,-100,-89,-86,-100,-65,-84,-86,-76,-100,-100,-69,-100,-59,-89,-86,-100
256,-100,-73,-100,-64,-87,-100,-68,-100,-100,-80,-100,-79,-80,-100,-69,-92,-74,-79,-100,-100,-73,-100,-66,-87,-81,-100
262,-100,-100,-100,-52,-73,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-52,-73,-85,-100
262,-100,-100,-100,-56,-73,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-73,-85,-100
263,-100,-100,-100,-54,-77,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-52,-77,-100,-100
263,-100,-100,-100,-53,-77,-100,-85,-100,-100,-100,-100,-100,-100,-100,-85,-100,-100,-100,-100,-100,-100,-100,-52,-76,-100,-100
264,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100
264,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100
265,-100,-90,-100,-100,-76,-100,-87,-100,-100,-100,-100,-100,-100,-100,-87,-100,-100,-100,-100,-100,-100,-100,-51,-77,-90,-100
265,-100,-90,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-93,-100,-100,-100,-100,-100,-100,-100,-51,-81,-90,-100
266,-100,-100,-100,-52,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-75,-90,-100
266,-100,-100,-100,-52,-78,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-53,-78,-90,-100
270,-100,-100,-100,-75,-100,-100,-74,-55,-100,-65,-100,-80,-100,-100,-74,-55,-74,-65,-100,-100,-100,-100,-75,-100,-84,-100
